1449906065 0.0
1449906245 0.005
1449906425 0.01
1449906605 0.01
1449906785 0.015
1449906965 0.02
1449907145 0.025
1449907325 0.03
1449907505 0.035
1449907685 0.04
1449907865 0.045
1449908045 0.055
1449908225 0.06
1449908405 0.065
1449908585 0.075
1449908765 0.085
1449908945 0.095
1449909125 0.105
1449909305 0.115
1449909485 0.125
1449909665 0.14
1449909845 0.155
1449910025 0.17
1449910205 0.185
1449910385 0.2
1449910565 0.215
1449910745 0.23
1449910925 0.25
1449911105 0.27
1449911285 0.29
1449911465 0.31
1449911645 0.33
1449911825 0.35
1449912005 0.37
1449912185 0.39
1449912365 0.41
1449912545 0.435
1449912725 0.46
1449912905 0.485
1449913085 0.515
1449913265 0.545
1449913445 0.57
1449913625 0.595
1449913805 0.625
1449913985 0.655
1449914165 0.69
1449914345 0.725
1449914525 0.755
1449914705 0.79
1449914885 0.83
1449915065 0.87
1449915245 0.91
1449915425 0.95
1449915605 0.99
1449915785 1.03
1449915965 1.075
1449916145 1.125
1449916325 1.18
1449916505 1.235
1449916685 1.285
1449916865 1.34
1449917045 1.4
1449917225 1.455
1449917405 1.505
1449917585 1.56
1449917765 1.615
1449917945 1.67
1449918125 1.72
1449918305 1.77
1449918485 1.825
1449918665 1.885
1449918845 1.95
1449919025 2.015
1449919205 2.085
1449919385 2.155
1449919565 2.22
1449919745 2.28
1449919925 2.34
1449920105 2.4
1449920285 2.465
1449920465 2.53
1449920645 2.61
1449920825 2.71
1449921005 2.8
1449921185 2.875
1449921365 2.945
1449921545 3.01
1449921725 3.07
1449921905 3.13
1449922085 3.19
1449922265 3.26
1449922445 3.345
1449922625 3.435
1449922805 3.525
1449922985 3.61
1449923165 3.69
1449923345 3.765
1449923525 3.84
1449923705 3.92
1449923885 4.0
1449924065 4.09
1449924245 4.195
1449924425 4.305
1449924605 4.405
1449924785 4.495
1449924965 4.59
1449925145 4.695
1449925325 4.795
1449925505 4.885
1449925685 4.975
1449925865 5.06
1449926045 5.135
1449926225 5.2
1449926405 5.255
1449926585 5.305
1449926765 5.355
1449926945 5.405
1449927125 5.455
1449927305 5.51
1449927485 5.57
1449927665 5.635
1449927845 5.705
1449928025 5.775
1449928205 5.845
1449928385 5.91
1449928565 5.975
1449928745 6.035
1449928925 6.085
1449929105 6.135
1449929285 6.185
1449929465 6.235
1449929645 6.29
1449929825 6.35
1449930005 6.405
1449930185 6.445
1449930365 6.47
1449930545 6.495
1449930725 6.52
1449930905 6.535
1449931085 6.55
1449931265 6.57
1449931445 6.59
1449931625 6.61
1449931805 6.63
1449931985 6.645
1449932165 6.66
1449932345 6.675
1449932525 6.69
1449932705 6.705
1449932885 6.72
1449933065 6.74
1449933245 6.755
1449933425 6.77
1449933605 6.79
1449933785 6.81
1449933965 6.83
1449934145 6.85
1449934325 6.87
1449934505 6.895
1449934685 6.92
1449934865 6.945
1449935045 6.97
1449935225 6.995
1449935405 7.02
1449935585 7.04
1449935765 7.055
1449935945 7.07
1449936125 7.09
1449936305 7.105
1449936485 7.115
1449936665 7.13
1449936845 7.145
1449937025 7.155
1449937205 7.17
1449937385 7.185
1449937565 7.2
1449937745 7.215
1449937925 7.225
1449938105 7.235
1449938285 7.245
1449938465 7.255
1449938645 7.265
1449938825 7.27
1449939005 7.275
1449939185 7.285
1449939365 7.295
1449939545 7.305
1449939725 7.315
1449939905 7.325
1449940085 7.33
1449940265 7.335
1449940445 7.34
1449940625 7.34
1449940805 7.34
1449940985 7.34
1449941165 7.34
1449941345 7.34
1449941525 7.34
1449941705 7.34
1449941885 7.34
1449942065 7.34
1449942245 7.34
1449942425 7.34
1449942605 7.34
1449942785 7.34
1449942965 7.34
1449943145 7.34
1449943325 7.34
1449943505 7.34
1449943685 7.34
1449943865 7.34
1449944045 7.34
1449944225 7.34
1449944405 7.34
1449944585 7.34
1449944765 7.34
1449944945 7.34
1449945125 7.34
1449945305 7.34
1449945485 7.34
1449945665 7.34
1449945845 7.34
1449946025 7.34
1449946205 7.34
1449946385 7.34
1449946565 7.34
1449946745 7.34
1449946925 7.34
1449947105 7.34
1449947285 7.34
1449947465 7.34
1449947645 7.34
1449947825 7.34
1449948005 7.34
1449948185 7.34
1449948365 7.34
1449948545 7.34
1449948725 7.34
1449948905 7.34
1449949085 7.34
1449949265 7.34
1449949445 7.34
1449949625 7.34
1449949805 7.34
1449949985 7.34
1449950165 7.34
1449950345 7.34
1449950525 7.34
1449950705 7.34
1449950885 7.34
1449951065 7.34
1449951245 7.34
1449951425 7.34
1449951605 7.34
1449951785 7.34
1449951965 7.34
