1475877600 349.511604
1475878538 349.521398
1475879477 349.529164
1475880416 349.532433
1475881354 349.538647
1475882293 349.547011
1475883232 349.552792
1475884170 349.557299
1475885109 349.560741
1475886048 349.569669
1475886986 349.578870
1475887925 349.582166
1475888864 349.592317
1475889802 349.599905
1475890741 349.603800
1475891680 349.607620
1475892619 349.611323
1475893557 349.622237
1475894496 349.629120
1475895435 349.632265
1475896373 349.644259
1475897312 349.649963
1475898251 349.655631
1475899189 349.667953
1475900128 349.671835
1475901067 349.675242
1475902005 349.678791
1475902944 349.683922
1475903883 349.696888
1475904822 349.700336
1475905760 349.704987
1475906699 349.717902
1475907638 349.722143
1475908576 349.726543
1475909515 349.731872
1475910454 349.738739
1475911392 349.746189
1475912331 349.749681
1475913270 349.754570
1475914208 349.767282
1475915147 349.770559
1475916086 349.775729
1475917025 349.790326
 undefined
